Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
220066,2022,12/01/2022,Avon,718 LOVELY STREET,162930.0,175000.0,0.931,Single Family
220112,2022,01/17/2023,Avon,33 ANDREA LANE,246620.0,485000.0,0.5084,Single Family
221916,2022,07/03/2023,Manchester,90 WELLMAN ROAD,157700.0,255000.0,0.6184,Single Family
220066,2022,02/14/2023,Brooklyn,230 CHRISTAIN HILL RD,179500.0,370000.0,0.4851,Single Family
2200050,2022,12/13/2022,Seymour,28 BROOK ST,168280.0,340000.0,0.4949,Single Family
2200357,2022,07/21/2023,East Haven,51 ALLISON WAY,190190.0,337500.0,0.5635,Condo
22002,2022,10/03/2022,Wilton,21 PILGRIM TR,805910.0,1645000.0,0.4899,Single Family
2200314,2022,04/04/2023,East Hartford,25 BREWER ST,131400.0,357500.0,0.3675,Two Family
220022,2022,11/23/2022,Essex,14 ESSEX GLEN DR #20,318100.0,717657.0,0.4432,Condo
220554,2022,05/04/2023,Meriden,15 ADAMS ST,126210.0,158555.0,0.796,Single Family
221418,2022,10/31/2022,Manchester,189 ELDRIDGE STREET,168000.0,330000.0,0.509,Two Family
22097,2022,02/27/2023,Monroe,515 MAIN STREET,290100.0,523000.0,0.5546,Single Family
2200026,2022,12/12/2022,Westbrook,151 PLYMOUTH RD,252370.0,402000.0,0.6278,Single Family
222296,2022,08/14/2023,Bridgeport,42 HANFORD AVE #46,247870.0,465000.0,0.533,Three Family
220110,2022,03/07/2023,East Hampton,5 7 9 OLD CLARK HILL RD,156620.0,325000.0,0.4819,Single Family
220966,2022,09/07/2023,Hamden,305 MAIN ST,181230.0,425000.0,0.4264,Single Family
220026,2022,12/05/2022,East Granby,11 HAMILTON ROAD,190700.0,395000.0,0.4827,Single Family
220128,2022,07/06/2023,Canton,35 BART DRIVE,417340.0,740000.0,0.5639,Single Family
221080,2022,09/13/2023,Milford,143 BIRD LN,225870.0,450000.0,0.5019,Single Family
220695,2022,11/10/2022,Salem,415 ROUND HILL RD,126700.0,305000.0,0.4154,Single Family
220242,2022,01/09/2023,New Haven,11 BYRON PL,214970.0,390000.0,0.5512,Single Family
220297,2022,01/31/2023,Torrington,132 INVERRARY CT,87700.0,182000.0,0.4818,Condo
220831,2022,08/21/2023,Meriden,112 MEETINGHOUS RDG,129290.0,260000.0,0.4972,Single Family
2201358,2022,08/07/2023,Stamford,71 STRAWBERRY HILL AVE #407,138355.0,330000.0,0.4192,Condo
220222,2022,04/05/2023,Windsor,625 PALISADO AVE (318),24850.0,43000.0,0.5779,Condo
220925,2022,04/04/2023,Waterbury,17 AMBROSE ST,63508.0,142000.0,0.4472,Two Family
2200905,2022,05/05/2023,Stamford,108 SEASIDE AVENUE #11,385035.0,640000.0,0.6016,Condo
220327,2022,12/28/2022,Norwalk,31 STUART AVE UNIT A4,134150.0,220000.0,0.6097,Condo
2200049,2022,11/03/2022,New Milford,50 BOXWOOD LN,341420.0,640000.0,0.5335,Single Family
22261,2022,07/10/2023,Montville,53 NEW YORK RD,145740.0,270000.0,0.5397,Single Family
220665,2022,08/17/2023,Branford,60 HARDING AVE,249400.0,513000.0,0.4861,Single Family
220380,2022,03/01/2023,Hamden,34 ARCADIA AVE,110460.0,249000.0,0.4436,Single Family
220133,2022,11/01/2022,Norwalk,214 SILVERMINE AVE,368560.0,860000.0,0.4285,Single Family
220229,2022,04/05/2023,Trumbull,447 CHURCH HILL ROAD,206850.0,390000.0,0.5303,Single Family
22001172,2022,09/05/2023,Weston,12 GRAYLOCK ROAD,513570.0,1350000.0,0.3804,Single Family
22111,2022,03/27/2023,Tolland,66 CENTER RD,195900.0,30181.0,6.4908,Single Family
220354,2022,02/21/2023,Meriden,30 OLD STAGECOACH CROSSING,73850.0,180000.0,0.4102,Condo
22170,2022,07/18/2023,Thompson,7 COUNTY HOME RD,190800.0,410000.0,0.4653,Single Family
22185,2022,07/03/2023,Monroe,38 ROBIN LANE,350800.0,680000.0,0.5158,Single Family
220204,2022,09/18/2023,Ellington,14 GRAND BLVD,211810.0,460000.0,0.4604,Condo
2201530,2022,09/08/2023,Stamford,71 STRAWBERRY HILL AVE #804,111060.0,200000.0,0.5553,Condo
220235,2022,06/21/2023,East Lyme,24 N MAIN ST,126980.0,215000.0,0.5906,Single Family
220051,2022,10/17/2022,West Hartford,37 NESBIT AVENUE,153580.0,245000.0,0.6268,Single Family
22033,2022,01/26/2023,Barkhamsted,70 RATLUM RD,144150.0,261550.0,0.5511,Single Family
220175,2022,06/16/2023,East Hampton,228 OLD WEST HIGH ST,289690.0,765000.0,0.3786,Single Family
220003,2022,10/31/2022,Woodbridge,3 SUNBROOK RD,180110.0,305000.0,0.5905,Single Family
2200340,2022,05/10/2023,Naugatuck,20 CASPER CT,147770.0,250000.0,0.591,Single Family
2288,2022,12/13/2022,North Haven,47 WINDSOR RD,245900.0,580000.0,0.424,Single Family
220301,2022,03/21/2023,Enfield,20 BIRCHWOOD RD,172000.0,320000.0,0.5375,Single Family
22018,2022,12/06/2022,Sherman,139 GREEN POND ROAD,182300.0,210000.0,0.868,Single Family
222121,2022,07/05/2023,Bridgeport,55 UP ST,166510.0,245344.0,0.6786,Single Family
22056,2022,01/23/2023,Orange,808 HILLCREST RD,197800.0,386000.0,0.5124,Single Family
220037,2022,11/23/2022,Putnam,62 MAYNARD ST,73100.0,230000.0,0.3178,Two Family
220770,2022,07/20/2023,New Haven,286 EASTERN ST,51870.0,65000.0,0.798,Condo
221067,2022,08/09/2023,Norwalk,10 EDGEWOOD STREET,203380.0,225000.0,0.9039,Single Family
220465,2022,09/11/2023,Trumbull,709 ORCHARD STREET,282240.0,700000.0,0.4032,Single Family
220013,2022,10/11/2022,Avon,7 COLUMBUS CIRCLE,121170.0,245000.0,0.4945,Single Family
220198,2022,12/19/2022,New Haven,245 DWIGHT ST,248360.0,430000.0,0.5775,Single Family
22014,2022,11/01/2022,Lebanon,554 CLUBHOUSE RD,182700.0,425000.0,0.4299,Single Family
220026,2022,10/17/2022,Trumbull,649 FAIRCHILD ROAD,238140.0,425000.0,0.5603,Single Family
220695,2022,09/05/2023,Branford,92 TURTLE BAY DR,167900.0,430000.0,0.3904,Condo
220533,2022,05/15/2023,New Haven,246 SHEFFIELD AV,123200.0,237000.0,0.5198,Single Family
220626,2022,06/27/2023,West Haven,105 IVY ST,153790.0,356000.0,0.4319,Single Family
2200375,2022,06/02/2023,Naugatuck,161 OSBORN RD,242900.0,369900.0,0.6567,Single Family
22030,2022,10/27/2022,Wilton,158 HEATHER LA,389270.0,937000.0,0.4154,Single Family
220070,2022,11/14/2022,Trumbull,1 WINDING WAY,445210.0,775000.0,0.5744,Condo
2200627,2022,09/27/2023,East Hartford,148 GREENWOOD ST,139960.0,260000.0,0.5383,Single Family
22106,2022,09/08/2023,North Stonington,284 PENDLETON HILL,136710.0,329900.0,0.4143,Single Family
220110,2022,07/11/2023,Essex,14 ESSEX GLEN DR #9,330700.0,710000.0,0.4657,Condo
220005,2022,10/04/2022,East Lyme,4 TARRY TOWN LN.,323330.0,550000.0,0.5878,Condo
220776,2022,07/13/2023,Hamden,65 WASHINGTON RD,128730.0,300000.0,0.4291,Single Family
220058,2022,05/24/2023,Lisbon,378 SOUTH BURNHAM HIGHWAY,99530.0,240000.0,0.4147,Single Family
220088,2022,02/07/2023,Rocky Hill,304 BRIARWOOD COURT,133630.0,195700.0,0.6828,Condo
2200056,2022,01/20/2023,New Fairfield,7 ITHICA LN,108200.0,89000.0,1.2157,Single Family
220249,2022,05/16/2023,Vernon,80 COUNTRY LN UNIT 49,104330.0,215000.0,0.4852,Condo
220921,2022,08/03/2023,Milford,336 POND POINT AVE,199110.0,390000.0,0.5105,Single Family
220158,2022,05/01/2023,Harwinton,7 UNICORN PASSWAY,199130.0,480000.0,0.4149,Single Family
220244,2022,11/15/2022,Bridgeport,225 SAMPSON ST,137700.0,322500.0,0.4269,Two Family
221012,2022,04/24/2023,Waterbury,925 ORONOKE RD UNIT 12A,74348.0,210000.0,0.354,Condo
2200815,2022,04/13/2023,Stamford,455 HOPE STREET #4B,285355.0,425000.0,0.6714,Condo
220095,2022,03/23/2023,Griswold,234 COLONEL BROWN RD,39480.0,425000.0,0.0928,Single Family
220205,2022,12/28/2022,Fairfield,100 LASLO TERRACE,424620.0,710000.0,0.5981,Single Family
220142,2022,11/29/2022,Meriden,152 LYDALE PL,170590.0,195000.0,0.8748,Single Family
2201204,2022,07/07/2023,Stamford,58 UPLAND ROAD,518590.0,1005000.0,0.516,Single Family
220518,2022,07/14/2023,Enfield,676 ENFIELD ST,179800.0,315000.0,0.5707,Two Family
220126,2022,12/05/2022,Enfield,1 HILLSIDE AVE,123300.0,238500.0,0.5169,Single Family
22066,2022,04/20/2023,Beacon Falls,172 COOK LANE,143250.0,295000.0,0.4855,Single Family
22243,2022,06/15/2023,Watertown,71 NORTH STREET,137900.0,240000.0,0.5745,Single Family
220818,2022,07/25/2023,Hamden,46 AUSTEN RD,125510.0,350000.0,0.3586,Single Family
2200138,2022,12/20/2022,Naugatuck,69 HIGHLAND AVE,258440.0,420000.0,0.6153,Three Family
220779,2022,07/24/2023,New Haven,333 EDGEWOOD AV,231490.0,390000.0,0.5935,Two Family
22051,2022,11/18/2022,Southbury,14 GREENHOUSE CONDO,118000.0,165000.0,0.7151,Condo
220076,2022,12/06/2022,Madison,33 ACORN RD,298400.0,626500.0,0.4763,Single Family
220349,2022,03/01/2023,West Hartford,24 FERNBEL LANE,253400.0,360000.0,0.7038,Single Family
220185,2022,12/02/2022,West Hartford,49 ARNOLD WAY,108640.0,196000.0,0.5543,Condo
220184,2022,12/13/2022,Meriden,41 BROOKDALE RD,107380.0,131500.0,0.8165,Single Family
220100006,2022,01/20/2023,Woodbury,1555 MAIN ST NORTH,130410.0,268000.0,0.4866,Single Family
220330,2022,07/07/2023,Westport,10 CARDINAL LANE,741200.0,1635000.0,0.4533,Single Family
220279,2022,03/20/2023,Wallingford,91 CEDAR LN,153500.0,305000.0,0.5032,Single Family
220250,2022,12/13/2022,Milford,45 STEVENS ST,199430.0,200000.0,0.9971,Single Family
220042,2022,10/17/2022,Hamden,50 BROOKHAVEN RD,258090.0,420000.0,0.6145,Single Family
220069,2022,11/02/2022,Norwich,9 TRADING COVE DR,97700.0,245000.0,0.3987,Single Family
220164,2022,04/17/2023,New Canaan,66 HERITAGE HILL RD-#66D,219170.0,412000.0,0.5319,Condo
220158,2022,09/12/2023,Putnam,61 VAN DEN NOORT ST,127000.0,125000.0,1.016,Two Family
221979,2022,06/01/2023,Bridgeport,41 HARBORVIEW PLACE,226270.0,605000.0,0.374,Single Family
220010,2022,10/18/2022,Weston,105 LADDER HILL ROAD,231890.0,575000.0,0.4032,Single Family
220621,2022,06/13/2023,Greenwich,172 FIELD POINT ROAD #2,684320.0,1305000.0,0.5243,Condo
220052,2022,02/13/2023,Hebron,79 BUTTONWOOD RD,186340.0,350000.0,0.5324,Condo
2200287,2022,11/23/2022,Stamford,680 HOPE STREET #6,234185.0,402000.0,0.5825,Condo
22106,2022,06/21/2023,Orange,210 WILSON RD,204700.0,401000.0,0.5104,Single Family
220783,2022,07/31/2023,Norwich,89 ASYLUM ST,93600.0,315000.0,0.2971,Three Family
2200952,2022,05/17/2023,Stamford,127 GREYROCK PLACE # 1512,258025.0,460000.0,0.5609,Condo
220139,2022,04/21/2023,Windham,21 VICTORY LA,144360.0,264000.0,0.5468,Single Family
2200026,2022,10/24/2022,East Haven,284 COE AVE,97720.0,350000.0,0.2792,Single Family
220405,2022,01/25/2023,Norwalk,8 LEDGE RD,534220.0,784000.0,0.6814,Single Family
220603,2022,06/14/2023,West Hartford,1655 ASYLUM AVENUE,271920.0,500000.0,0.5438,Single Family
220636,2022,06/30/2023,Stratford,58 MANOR HILL ROAD,269500.0,625000.0,0.4312,Single Family
221071,2022,05/12/2023,Bridgeport,124 BRONX AVE,206630.0,462000.0,0.4472,Two Family
220023,2022,12/28/2022,Lisbon,52 BLISSVILLE RD,284870.0,425000.0,0.6702,Single Family
220054,2022,12/08/2022,East Hampton,1 KNOWLES RD,229280.0,449900.0,0.5096,Single Family
220761,2022,06/16/2023,Milford,159 KINGS HWY #26,126070.0,115000.0,1.0962,Condo
22171,2022,03/28/2023,Watertown,164 POND VIEW DRIVE,236700.0,505000.0,0.4687,Single Family
220793,2022,07/13/2023,Hartford,112 COLBY ST,66150.0,239900.0,0.2757,Single Family
22174,2022,06/06/2023,Stafford,150 CONKLIN RD,190190.0,315000.0,0.6037,Single Family
220399,2022,03/30/2023,Greenwich,110 WEAVER STREET #A,420840.0,700000.0,0.6012,Condo
220341,2022,06/06/2023,Trumbull,12 COLD SPRING DRIVE,392420.0,805000.0,0.4875,Single Family
220169,2022,03/14/2023,Wethersfield,295 RIDGE RD UNIT 9,102250.0,135000.0,0.7574,Condo
220013,2022,10/18/2022,Somers,151 PINNEY ROAD,199400.0,385000.0,0.5179,Single Family
222001,2022,06/06/2023,Bridgeport,642 PLATT ST,147010.0,280000.0,0.525,Single Family
220020,2022,11/07/2022,Litchfield,400 HUNTER DR,402070.0,684900.0,0.587,Condo
220076,2022,11/14/2022,Newington,111 ASHLAND AVE,141940.0,307000.0,0.4623,Single Family
220254,2022,07/31/2023,Plainville,11 GANGER LANE,217210.0,390000.0,0.5569,Single Family
220282,2022,08/07/2023,East Lyme,10 LEDGE RD,263480.0,645000.0,0.4084,Single Family
221459,2022,07/27/2023,Waterbury,38 GREENVIEW DR,113103.0,295000.0,0.3834,Single Family
220128,2022,11/14/2022,West Hartford,26 HILLTOP DRIVE,198590.0,351000.0,0.5657,Single Family
22021,2022,10/31/2022,Derby,161 163 CAROLINE ST,120330.0,385000.0,0.3125,Four Family
220228,2022,06/27/2023,Avon,23 DAVENTRY HILL,343200.0,720000.0,0.4766,Single Family
2201143,2022,06/26/2023,Stamford,6 ANDOVER ROAD,501265.0,955000.0,0.5248,Single Family
220094,2022,12/23/2022,Avon,8 PINE TREE LANE,140670.0,60000.0,2.3445,Single Family
221607,2022,08/29/2023,Waterbury,163 WOOD ST,75568.0,300000.0,0.2518,Three Family
220019,2022,11/02/2022,Old Lyme,119 BOSTON POST RD,180200.0,410000.0,0.4395,Single Family
220099,2022,04/14/2023,North Branford,1192 MIDDLETOWN AV,140100.0,470000.0,0.2981,Single Family
220943,2022,07/11/2023,Norwalk,132 1/2 WEST NORWALK ROAD,865500.0,1500000.0,0.577,Single Family
220216,2022,08/14/2023,Rocky Hill,1107 HARBOR VIEW DRIVE,55370.0,130000.0,0.4259,Condo
22043,2022,04/17/2023,Ashford,84 SECKAR RD,185500.0,345000.0,0.5376,Single Family
220208,2022,12/19/2022,Norwich,37 BROOK ST,79100.0,110000.0,0.719,Single Family
220024,2022,10/11/2022,Meriden,170 BYRON RD,156170.0,350000.0,0.4462,Single Family
22206,2022,07/21/2023,Monroe,94 BART ROAD,186100.0,522000.0,0.3565,Single Family
220492,2022,04/06/2023,Meriden,1 VILLAGE VIEW,90300.0,187000.0,0.4829,Condo
220700004,2022,07/07/2023,Woodbury,45 BIRCHWOOD LANE,449810.0,1150000.0,0.3911,Single Family
220703,2022,08/21/2023,Torrington,219 CIDER MILL CROSSING,133950.0,310000.0,0.432,Single Family
220022,2022,10/26/2022,Ellington,85 SADDS MILL RD,175080.0,300000.0,0.5836,Single Family
220261,2022,09/26/2023,Windsor Locks,101 FOX HOLLOW DR,108640.0,230000.0,0.4723,Condo
220413,2022,03/20/2023,Norwich,46 BALTIC ST,77500.0,291890.0,0.2655,Single Family
22007,2022,10/12/2022,Orange,39 LAKESIDE DR,223000.0,450730.0,0.4948,Condo
220023,2022,10/20/2022,New London,280 GARDNER AVE #C6,43260.0,117000.0,0.3697,Condo
220037,2022,10/20/2022,Enfield,96 COTTAGE RD,149700.0,280000.0,0.5346,Single Family
2200412,2022,12/22/2022,Stamford,0 BEDFORD STREET GARAGE G-2-4,15645.0,28000.0,0.5588,Condo
220032,2022,11/14/2022,Brooklyn,114 FITZGERALD RD,328000.0,475000.0,0.6905,Single Family
2200169,2022,11/01/2022,Stamford,49 VALLEY ROAD,327930.0,599900.0,0.5466,Single Family
220851,2022,08/29/2023,West Hartford,105 ARUNDEL AVENUE,245980.0,467500.0,0.5261,Single Family
220029,2022,10/26/2022,New Canaan,10 ST JOHN PL,1052870.0,1488259.0,0.7074,Condo
220063,2022,06/30/2023,Woodbridge,37 SPOKE DR,340410.0,427500.0,0.7962,Single Family
22160,2022,09/20/2023,Orange,65 RED CEDAR CIR,189400.0,425000.0,0.4456,Condo
223305,2022,08/18/2023,North Haven,216 QUINNIPIAC AVE APT-216,45760.0,86000.0,0.532,Condo
220477,2022,03/28/2023,Branford,9 SPRING COVE RD,449800.0,900500.0,0.4995,Single Family
2200447,2022,07/26/2023,Naugatuck,93-4 RIDGE RD #C-5,82110.0,173000.0,0.4746,Condo
220307,2022,02/14/2023,Stratford,2028 BROADBRIDGE AVENUE,151900.0,150000.0,1.0126,Single Family
220042,2022,11/04/2022,Colchester,145 DEER RUN DR,342100.0,570000.0,0.6001,Single Family
221317,2022,08/09/2023,Fairfield,321 CASTLE AVENUE,226870.0,525000.0,0.4321,Single Family
220917,2022,09/06/2023,New Haven,163 FAIRMONT AV,153510.0,249000.0,0.6165,Two Family
22131,2022,04/25/2023,Wilton,90 TURTLEHEAD RD,419090.0,1100000.0,0.3809,Single Family
220255,2022,03/06/2023,Wallingford,52 SUMMERWOOD DR,227400.0,360000.0,0.6316,Single Family
220673,2022,07/05/2023,West Hartford,253 NORTH MAIN STREET,261920.0,727000.0,0.3602,Single Family
221399,2022,09/07/2023,Fairfield,56 FARIST ROAD,424900.0,799000.0,0.5317,Single Family
220137,2022,11/22/2022,Norwich,166 SUMMIT ST,86300.0,185000.0,0.4664,Condo
220498,2022,02/21/2023,Fairfield,23 BEAUMONT STREET,553280.0,815000.0,0.6789,Condo
220099,2022,10/19/2022,Waterbury,68 WOODLAWN TERR,62120.0,162500.0,0.3822,Two Family
220147,2022,05/09/2023,Rocky Hill,3343 MAIN STREET,143640.0,193500.0,0.7423,Single Family
221085,2022,05/31/2023,Fairfield,25 BARRISTER LANE,431550.0,825000.0,0.523,Condo
2200115,2022,04/27/2023,Plymouth,5 PROSPECT STREET EXTENSION,124530.0,269000.0,0.4629,Single Family
220285,2022,06/14/2023,New London,15 CEDAR GROVE AVE,95900.0,236000.0,0.4063,Single Family
220076,2022,11/03/2022,Branford,5 EAST VILLAGE,131000.0,289900.0,0.4518,Condo
220663,2022,06/12/2023,Hamden,812 RIDGE RD,163660.0,375100.0,0.4363,Single Family
220099,2022,08/16/2023,New Hartford,45 TROUTWOOD DRIVE,271180.0,575000.0,0.4716,Single Family
220593,2022,04/06/2023,Norwalk,0 PINEPOINT RD UNIT 010,46900.0,140000.0,0.335,Condo
220100,2022,05/18/2023,Oxford,154 CHESTNUT TREE HILL ROAD,181800.0,245500.0,0.7405,Single Family
220144,2022,12/16/2022,Shelton,242 RIVER RD,260400.0,440000.0,0.5918,Single Family
22028,2022,08/14/2023,Chaplin,73 BOLDUC LA,110600.0,320000.0,0.3456,Single Family
220451,2022,07/18/2023,Wallingford,49 RIDGETOP RD,158900.0,315000.0,0.5044,Single Family
2200359,2022,06/27/2023,New Milford,8 NORTHERN VIEW DR,262090.0,575000.0,0.4558,Single Family
220879,2022,06/27/2023,Norwalk,20 PRISCILLA ROAD,236260.0,685000.0,0.3449,Single Family
220401,2022,09/18/2023,Vernon,4 LOVELAND HILL RD UNIT G4,48950.0,120500.0,0.4062,Condo
220026,2022,10/17/2022,Windsor Locks,30 DIBBLE HOLLOW,123830.0,227000.0,0.5455,Condo
220519,2022,05/18/2023,West Hartford,23 STEEP HOLLOW LANE,266350.0,525000.0,0.5073,Single Family
221027,2022,04/26/2023,Waterbury,71 BUCKS HILL RD,77350.0,205000.0,0.3773,Single Family
220775,2022,08/04/2023,West Hartford,575 MOUNTAIN ROAD,246370.0,545000.0,0.452,Single Family
220205,2022,11/04/2022,Bridgeport,255 GREENFIELD DR,211150.0,520000.0,0.406,Condo
220163,2022,03/10/2023,Wethersfield,125 MAPLESIDE DR,137150.0,210000.0,0.653,Single Family
220152,2022,09/05/2023,Brooklyn,158 ALLEN HILL RD,344300.0,620000.0,0.5553,Single Family
220521,2022,01/04/2023,Waterbury,1074 CHASE PKWY,82175.0,200000.0,0.4108,Single Family
220249,2022,01/09/2023,New Haven,68 LILAC ST,176820.0,190000.0,0.9306,Two Family
220269,2022,01/09/2023,Hamden,44 PICKWICK RD,163450.0,262500.0,0.6226,Single Family
22215,2022,05/10/2023,Montville,26 HILLCREST DR,101220.0,162000.0,0.6248,Single Family
220391,2022,07/05/2023,Trumbull,19 BLACKHOUSE ROAD,340130.0,665000.0,0.5115,Single Family
220743,2022,07/03/2023,Hamden,116 CORBIN RD,144130.0,365000.0,0.3948,Single Family
220538,2022,05/16/2023,New Haven,122 CEDAR ST,129710.0,178000.0,0.7287,Two Family
220119,2022,07/06/2023,Woodstock,189 PAINE DISTRICT RD,159500.0,407500.0,0.3914,Two Family
220878,2022,03/24/2023,Waterbury,118 MILL PLAIN AVE,74778.0,260000.0,0.2876,Two Family
220859,2022,09/01/2023,Norwich,25 WHITE PLAINS RD,160500.0,375000.0,0.428,Single Family
220720,2022,09/20/2023,Branford,237 AUSTIN RYER LA,108100.0,260000.0,0.4157,Condo
2200173,2022,05/02/2023,Bloomfield,1081-F BLUE HILLS AVE,32550.0,85000.0,0.3829,Condo
220231,2022,08/14/2023,Windsor Locks,7 CONCORDE WAY UNIT B5,47320.0,141000.0,0.3356,Condo
220284,2022,12/30/2022,West Haven,534 THIRD AVE,112140.0,127000.0,0.8829,Single Family
220187,2022,08/01/2023,Clinton,2 WESTWOOD RD,129700.0,359999.0,0.3603,Single Family
2200105,2022,12/01/2022,Naugatuck,123 MARBURN LA,225540.0,525000.0,0.4296,Single Family
220203,2022,01/11/2023,Enfield,10 SKY ST,153900.0,240000.0,0.6412,Single Family
220135,2022,05/09/2023,East Windsor,7 ACORN DR,156640.0,355000.0,0.4412,Condo
220749,2022,07/21/2023,Meriden,335 NO WALL ST,115150.0,125000.0,0.9212,Single Family
220385,2022,09/05/2023,Vernon,112 HIGH ST,121050.0,196085.0,0.6173,Three Family
220130,2022,02/08/2023,Avon,47 AVONWOOD ROAD UNIT 113B,97940.0,160000.0,0.6121,Condo
220159,2022,11/30/2022,Torrington,281 N ELM ST,82590.0,127500.0,0.6477,Two Family
220698,2022,07/03/2023,Greenwich,21 WESCOTT STREET,815710.0,1800000.0,0.4531,Single Family
2200038,2022,11/30/2022,Plymouth,46 E ORCHARD STREET,130410.0,265000.0,0.4921,Single Family
2200595,2022,02/10/2023,Stamford,15 LANTERN CIRCLE,439875.0,580000.0,0.7584,Single Family
220087,2022,08/02/2023,Woodbridge,100 DEER RUN RD,246890.0,599900.0,0.4115,Single Family
220164,2022,05/05/2023,Brookfield,24 MOUNTAIN VIEW DR,319290.0,583000.0,0.5476,Single Family
220236,2022,03/01/2023,Shelton,123 GARDENS AT SUMMERFIELD,276710.0,450000.0,0.6149,Condo
220053,2022,10/31/2022,Enfield,HAMLET B02UA,146000.0,212000.0,0.6886,Condo
220018,2022,11/07/2022,Canton,80 BUNKER HILL ROAD,226180.0,370000.0,0.6113,Single Family
220302,2022,09/07/2023,Ledyard,62 TERRY RD,203140.0,399000.0,0.5091,Single Family
2200412,2022,07/28/2023,New Milford,325 WILLOW SPRINGS,97230.0,167000.0,0.5822,Condo
221200001,2022,12/01/2022,Woodbury,5 HICKORY LANE #95B,95800.0,190000.0,0.5042,Condo
220315,2022,05/19/2023,Windsor,150 MATIANUCK AVE,96670.0,235000.0,0.4113,Single Family
220516,2022,02/24/2023,Hartford,54 DOUGLAS ST,83827.0,220000.0,0.381,Two Family
220849,2022,08/15/2023,Greenwich,FIELD POINT ROAD 0172 UN6,699510.0,1507500.0,0.464,Condo
220158,2022,12/01/2022,Norwich,87 WEST TOWN ST,122400.0,315000.0,0.3885,Two Family
220176,2022,06/28/2023,Rocky Hill,59-A CARILLON DRIVE,97790.0,200000.0,0.4889,Condo
22158,2022,06/06/2023,Monroe,22 PRESTIGE PLACE,79700.0,544900.0,0.1462,Condo
2200144,2022,05/09/2023,Seymour,14 ROLLING HILLS DR,276850.0,615000.0,0.4501,Single Family
22030,2022,12/29/2022,Beacon Falls,70 DORCHESTER COURT,97870.0,200000.0,0.4894,Condo
220152,2022,12/30/2022,Newington,18 KINNEAR AVE,97220.0,107000.0,0.9085,Single Family
220103,2022,11/16/2022,Greenwich,277 TACONIC ROAD,679490.0,1400000.0,0.4853,Single Family
220165,2022,10/28/2022,Waterbury,103 BAGLEY TERR,89210.0,262000.0,0.3404,Single Family
220291,2022,01/04/2023,Milford,120 MILFORD POINT RD,395270.0,750000.0,0.527,Single Family
220539,2022,03/24/2023,Norwalk,40 TORY HILL LANE,791890.0,1250000.0,0.6335,Single Family
22121,2022,03/23/2023,Stafford,26 QUINN ST,103950.0,55000.0,1.89,Single Family
